"","...1","sample_id","code","sample_date","k","no3_n","mg","ca","nh4_n","year","k_avg"
"298",298,"Q3",1538,1989-05-23,0.7,190,3.04,4.27,NA,1989,0.754444444444444
"299",299,"MPR",1570,1989-05-30,0.7,79,1.6,5.19,NA,1989,0.684285714285714
"300",300,"Q1",1564,1989-05-30,0.88,144,2.96,4.74,NA,1989,0.932222222222222
"301",301,"Q2",1565,1989-05-30,0.97,156,2.8,4.23,NA,1989,0.93
"302",302,"Q3",1566,1989-05-30,0.79,163,2.96,4.09,NA,1989,0.746666666666667
"303",303,"MPR",1582,1989-06-06,0.59,85,1.69,6.6,NA,1989,0.67625
"304",304,"Q1",1579,1989-06-06,1.4,134,4.97,5.22,NA,1989,0.93
"305",305,"Q2",1580,1989-06-06,1.02,199,2.76,4.44,NA,1989,0.927777777777778
"306",306,"Q3",1581,1989-06-06,0.77,132,3.07,4.02,NA,1989,0.743333333333333
"307",307,"MPR",1599,1989-06-13,0.65,70,2.06,6.66,NA,1989,0.685555555555556
"308",308,"Q1",1600,1989-06-13,0.82,129,2.06,4.83,NA,1989,0.933333333333333
"309",309,"Q2",1601,1989-06-13,0.83,167,2.62,5.19,NA,1989,0.941111111111111
"310",310,"Q3",1602,1989-06-13,0.62,144,2.95,4.41,NA,1989,0.75
"311",311,"MPR",1657,1989-06-20,0.66,71,1.98,7.64,NA,1989,0.675
"312",312,"Q1",1650,1989-06-20,0.81,141,3.08,4.3,NA,1989,0.947777777777778
"313",313,"Q2",1651,1989-06-20,0.9,185,2.64,5.25,NA,1989,0.952222222222222
"314",314,"Q3",1652,1989-06-20,0.71,17,2.97,4.12,NA,1989,0.751111111111111
"315",315,"MPR",1687,1989-06-27,0.7,NA,3.31,7.83,NA,1989,0.67125
"316",316,"Q1",1683,1989-06-27,0.83,161,3.15,4.53,NA,1989,0.957777777777778
"317",317,"Q2",1684,1989-06-27,0.88,86,2.86,4.72,NA,1989,0.972222222222222
"318",318,"Q3",1685,1989-06-27,0.71,32,3.29,3.73,NA,1989,0.763333333333333
"319",319,"MPR",1697,1989-07-05,0.62,10,0.82,3.17,NA,1989,0.675
"320",320,"Q1",1694,1989-07-05,0.89,10,1.26,2.4,NA,1989,0.962222222222222
"321",321,"Q2",1695,1989-07-05,0.95,211,1.25,2.98,NA,1989,0.973333333333333
"322",322,"Q3",1696,1989-07-05,0.75,10,1.59,1.31,NA,1989,0.768888888888889
"323",323,"MPR",1986,1989-07-11,0.76,24,1.85,7.94,NA,1989,0.68875
"324",324,"Q1",1993,1989-07-11,1.02,123,2.95,5.05,NA,1989,0.916666666666667
"325",325,"Q2",1983,1989-07-11,1.1,198,2.5,5.07,NA,1989,0.981111111111111
"326",326,"Q3",1987,1989-07-11,0.86,132,2.83,3.89,NA,1989,0.788888888888889
"327",327,"Q1",2031,1989-07-18,1.02,NA,2.79,4.93,NA,1989,0.934444444444444
"328",328,"Q2",2032,1989-07-18,1.07,132,2.48,5.25,NA,1989,0.997777777777778
"329",329,"Q3",2033,1989-07-18,0.85,10,2.56,3.94,NA,1989,0.811111111111111
"330",330,"MPR",2063,1989-07-26,0.69,10,1.5,6.95,NA,1989,0.69375
"331",331,"Q1",2060,1989-07-26,0.95,119,2.6,4.41,NA,1989,0.944444444444444
"332",332,"Q2",2061,1989-07-26,1.03,200,2.51,5.03,NA,1989,1.00444444444444
"333",333,"Q3",2062,1989-07-26,0.81,41,2.73,3.8,NA,1989,0.804444444444444
"334",334,"MPR",2113,1989-08-01,0.73,90,1.66,7.08,NA,1989,0.67625
"335",335,"Q1",2118,1989-08-01,0.92,134,2.77,4.3,NA,1989,0.952222222222222
"336",336,"Q2",2111,1989-08-01,0.98,226,2.49,4.91,NA,1989,1.01333333333333
"337",337,"Q3",2116,1989-08-01,0.84,159,2.74,3.74,NA,1989,0.81625
"338",338,"MPR",2132,1989-08-08,0.7,183,1.85,7.4,NA,1989,0.684285714285714
"339",339,"Q1",2123,1989-08-08,0.99,91,2.99,4.61,NA,1989,0.95
"340",340,"Q2",2124,1989-08-08,1.09,139,2.87,5.2,NA,1989,1.01666666666667
"341",341,"Q3",2125,1989-08-08,0.95,268,3.26,4.2,NA,1989,0.81625
"342",342,"MPR",2143,1989-08-15,0.74,41,1.87,7.43,NA,1989,0.661428571428571
"343",343,"Q1",2134,1989-08-15,0.98,95,3.09,4.47,NA,1989,0.937777777777778
"344",344,"Q2",2135,1989-08-15,0.98,145,2.76,5.05,NA,1989,1.00333333333333
"345",345,"Q3",2136,1989-08-15,0.82,207,3.06,3.92,NA,1989,0.80625
"346",346,"MPR",2152,1989-08-22,0.61,114,1.17,5,NA,1989,0.661428571428571
"347",347,"Q1",2145,1989-08-22,0.9,200,1.33,1.22,NA,1989,0.934444444444444
"348",348,"Q2",2146,1989-08-22,0.96,247,1.49,3.24,NA,1989,1.01
"349",349,"Q3",2147,1989-08-22,0.65,142,1.58,2.31,NA,1989,0.81125
"350",350,"MPR",2165,1989-08-29,0.56,29,NA,4.3,NA,1989,0.656666666666667
"351",351,"Q1",2157,1989-08-29,0.9,36,2.66,4.52,NA,1989,0.995
"352",352,"Q2",2158,1989-08-29,0.96,149,2.59,5.03,NA,1989,1.089
"353",353,"Q3",2159,1989-08-29,NA,233,0.1,3.38,NA,1989,0.885555555555556
"354",354,"Q1",2193,1989-09-05,0.87,22,2.96,4.75,NA,1989,1.02454545454545
"355",355,"Q2",2194,1989-09-05,0.98,32,2.8,5.56,NA,1989,1.10818181818182
"356",356,"Q3",2195,1989-09-05,0.75,103,2.89,4.07,NA,1989,0.915
"357",357,"MPR",2209,1989-09-12,0.6,49,1.42,5.61,NA,1989,0.755
"358",358,"Q1",2204,1989-09-12,0.91,NA,2.94,4.22,NA,1989,1.01727272727273
"359",359,"Q2",2205,1989-09-12,0.98,8,2.85,5.24,NA,1989,1.10818181818182
"360",360,"Q3",2206,1989-09-12,0.78,94,2.92,3.79,NA,1989,0.913
"361",361,"Q1",2320,1989-09-20,NA,NA,NA,NA,NA,1989,1.02272727272727
"362",362,"Q2",2321,1989-09-20,NA,NA,NA,NA,NA,1989,1.13727272727273
"363",363,"Q3",2322,1989-09-20,NA,NA,NA,NA,NA,1989,0.963
"364",364,"Q1",2224,1989-09-22,0.99,10,2.48,3.88,NA,1989,1.02272727272727
"365",365,"Q2",2225,1989-09-22,1.13,NA,2.51,4.89,NA,1989,1.13727272727273
"366",366,"Q3",2226,1989-09-22,0.89,NA,2.63,3.34,NA,1989,0.963
"367",367,"Q1",2215,1989-09-26,1.27,NA,2.63,3.93,NA,1989,1.04909090909091
"368",368,"Q1",2220,1989-09-26,1.22,NA,2.57,3.9,NA,1989,1.04909090909091
"369",369,"Q2",2221,1989-09-26,1.35,NA,2.72,5.15,NA,1989,1.17181818181818
"370",370,"Q2",2216,1989-09-26,1.48,106,2.73,5.2,NA,1989,1.17181818181818
"371",371,"Q3",2219,1989-09-26,1.15,NA,2.86,3.72,NA,1989,1.031
"372",372,"Q3",2217,1989-09-26,1.14,NA,2.54,1.5,NA,1989,1.031
"373",373,"MPR",2232,1989-10-03,1.01,80,2.84,4.16,NA,1989,0.9475
"374",374,"Q1",2228,1989-10-03,0.98,NA,2.83,4.24,NA,1989,1.07909090909091
"375",375,"Q2",2229,1989-10-03,1.18,113,2.88,5.49,NA,1989,1.20909090909091
"376",376,"Q3",2230,1989-10-03,1.02,52,3.04,3.89,NA,1989,1.07181818181818
"377",377,"Q1",2238,1989-10-05,1.26,NA,NA,NA,NA,1989,1.07909090909091
"378",378,"Q2",2239,1989-10-05,1.1,NA,NA,NA,NA,1989,1.20909090909091
"379",379,"Q3",2240,1989-10-05,1,NA,NA,NA,NA,1989,1.07181818181818
"380",380,"MPR",2247,1989-10-10,1.01,71,2.19,7.94,NA,1989,1.078
"381",381,"Q1",2242,1989-10-10,0.91,89,2.87,4.31,NA,1989,1.27416666666667
"382",382,"Q2",2243,1989-10-10,1.09,NA,2.9,5.51,NA,1989,1.38166666666667
"383",383,"Q3",2244,1989-10-10,0.93,NA,3.03,3.95,NA,1989,1.3575
"384",384,"Q1",2253,1989-10-17,1.04,NA,2.92,4.42,NA,1989,1.30916666666667
"385",385,"Q2",2254,1989-10-17,1.3,171,2.94,5.63,NA,1989,1.43333333333333
"386",386,"Q3",2255,1989-10-17,1.32,173,3.38,4.34,NA,1989,1.42416666666667
"387",387,"MPR",2268,1989-10-24,1.17,247,2.23,8.19,NA,1989,1.21
"388",388,"Q1",2263,1989-10-24,1.19,251,2.95,4.48,NA,1989,1.32083333333333
"389",389,"Q2",2264,1989-10-24,1.34,383,2.97,5.71,NA,1989,1.45333333333333
"390",390,"Q3",2265,1989-10-24,1.33,404,3.37,4.4,NA,1989,1.47083333333333
"391",391,"Q1",2297,1989-10-31,1.23,338,3.97,4.14,NA,1989,1.29909090909091
"392",392,"Q2",2298,1989-10-31,1.37,443,3.45,6.02,NA,1989,1.42454545454545
"393",393,"Q3",2299,1989-10-31,1.48,582,4.17,4.61,NA,1989,1.50090909090909
"394",394,"MPR",2316,1989-11-07,1.6,614,1.79,6.9,NA,1989,1.13166666666667
"395",395,"Q1",2307,1989-11-07,1.66,420,3.13,4.25,NA,1989,1.287
"396",396,"Q2",2308,1989-11-07,1.82,624,3.05,5.31,NA,1989,1.435
"397",397,"Q3",2309,1989-11-07,1.81,657,3.71,4.33,NA,1989,1.549
"398",398,"Q1",2317,1989-11-08,2.63,1365,3.1,4.24,NA,1989,1.287
"399",399,"Q2",2318,1989-11-08,2.44,1204,2.92,5.45,NA,1989,1.435
"400",400,"Q3",2319,1989-11-08,3.44,905,3.67,3.33,NA,1989,1.549
"401",401,"MPR",2333,1989-11-14,1.26,357,1.92,7.34,NA,1989,1.03666666666667
"402",402,"Q1",2324,1989-11-14,1.33,291,3.13,4.31,NA,1989,1.279
"403",403,"Q2",2325,1989-11-14,1.6,424,3.02,5.25,NA,1989,1.431
"404",404,"Q3",2326,1989-11-14,1.58,444,3.47,1.74,NA,1989,1.557
"405",405,"MPR",2360,1989-11-21,NA,212,NA,NA,NA,1989,0.932857142857143
"406",406,"Q1",2351,1989-11-21,1.13,156,3.07,4.3,NA,1989,1.255
"407",407,"Q2",2352,1989-11-21,1.37,304,3.09,5.4,NA,1989,1.394
"408",408,"Q3",2353,1989-11-21,1.45,340,3.34,3.97,NA,1989,1.524
"409",409,"MPR",2373,1989-11-28,0.91,170,2.45,10.08,NA,1989,0.881428571428571
"410",410,"Q1",2366,1989-11-28,0.93,185,3.19,5.52,NA,1989,1.232
"411",411,"Q2",2367,1989-11-28,1.06,290,3.22,6.86,NA,1989,1.339
"412",412,"Q3",2368,1989-11-28,1.15,328,3.47,4.89,NA,1989,1.489
"413",413,"MPR",2384,1989-12-05,0.84,10,2.58,10.72,NA,1989,0.98875
"414",414,"Q1",2377,1989-12-05,0.82,147,3.19,5.69,NA,1989,1.407
"415",415,"Q2",2378,1989-12-05,0.96,262,3.17,6.77,NA,1989,1.444
"416",416,"Q3",2379,1989-12-05,1,315,3.41,5.01,NA,1989,1.587
"417",417,"MPR",2395,1989-12-12,0.44,6,3.62,4.12,NA,1989,0.915
"418",418,"Q1",2388,1989-12-12,0.83,164,3.29,5.91,NA,1989,1.19222222222222
"419",419,"Q2",2389,1989-12-12,1.05,265,3.14,6.85,NA,1989,1.26555555555556
"420",420,"Q3",2390,1989-12-12,1.01,10,3.57,5.15,NA,1989,1.31333333333333
"421",421,"MPR",2423,1989-12-19,0.31,NA,NA,NA,NA,1989,0.8825
"422",422,"Q1",2416,1989-12-19,0.8,148,3.24,6.04,NA,1989,1.15555555555556
"423",423,"Q2",2417,1989-12-19,0.93,263,3.13,6.91,NA,1989,1.22111111111111
"424",424,"Q3",2418,1989-12-19,0.99,303,3.55,5.27,NA,1989,1.28333333333333
"425",425,"MPR",2434,1989-12-26,0.81,179,2.69,11.82,NA,1989,0.9
"426",426,"Q1",2427,1989-12-26,0.96,27,3.06,6.78,NA,1989,1.14666666666667
"427",427,"Q2",2428,1989-12-26,0.79,164,3.19,5.89,NA,1989,1.20666666666667
"428",428,"Q3",2429,1989-12-26,0.98,361,3.5,5.24,NA,1989,1.26888888888889
"429",429,"MPR",2445,1990-01-02,1.74,NA,1.8,6.25,NA,1990,0.907777777777778
"430",430,"Q1",2438,1990-01-02,2.98,NA,3.19,5.15,NA,1990,1.15666666666667
"431",431,"Q2",2439,1990-01-02,2.42,NA,3.28,6.84,NA,1990,1.22555555555556
"432",432,"Q3",2440,1990-01-02,2.46,NA,3.8,5.11,NA,1990,1.29
"433",433,"MPR",2456,1990-01-09,1.01,113,2.52,10.82,NA,1990,0.93
"434",434,"Q1",2449,1990-01-09,0.95,38,3.28,5.9,NA,1990,1.17333333333333
"435",435,"Q2",2450,1990-01-09,1.21,275,2.85,6.15,NA,1990,1.23888888888889
"436",436,"Q3",2451,1990-01-09,1.2,304,3.61,5.2,NA,1990,1.31111111111111
"437",437,"MPR",2482,1990-01-16,1,99,2.35,10.72,NA,1990,1.01222222222222
"438",438,"Q1",2479,1990-01-16,1,73,3.37,6.13,NA,1990,1.20111111111111
"439",439,"Q2",2480,1990-01-16,1.2,385,3.13,6.75,NA,1990,1.26555555555556
"440",440,"Q3",2481,1990-01-16,1.31,36,3.64,5.33,NA,1990,1.35888888888889
"441",441,"MPR",2496,1990-01-23,1.04,24,2.14,8.7,NA,1990,1.10888888888889
"442",442,"Q1",2489,1990-01-23,1.05,10,3.23,5.59,NA,1990,1.24666666666667
"443",443,"Q2",2490,1990-01-23,1.24,10,3,6.5,NA,1990,1.32111111111111
"444",444,"Q3",2491,1990-01-23,1.32,92,3.55,5.09,NA,1990,1.41555555555556
"445",445,"MPR",2508,1990-01-30,0.98,335,2.11,9.27,NA,1990,1.13222222222222
"446",446,"Q1",2503,1990-01-30,1.02,17,3.27,6.01,NA,1990,1.26888888888889
"447",447,"Q2",2504,1990-01-30,1.23,13,3,6.66,NA,1990,1.38222222222222
"448",448,"Q3",2505,1990-01-30,1.34,34,3.57,5.27,NA,1990,1.45777777777778
"449",449,"MPR",2539,1990-02-06,1.04,215,2.33,10.95,NA,1990,1.05666666666667
"450",450,"Q1",2535,1990-02-06,0.97,156,3.22,6.02,NA,1990,1.04222222222222
"451",451,"Q2",2536,1990-02-06,1.08,277,3.06,6.8,NA,1990,1.24333333333333
"452",452,"Q3",2537,1990-02-06,1.19,395,3.42,5.16,NA,1990,1.32444444444444
"453",453,"MPR",2550,1990-02-13,1.18,308,2.35,9.39,NA,1990,1.07444444444444
"454",454,"Q1",2546,1990-02-13,1.08,212,3.49,6.01,NA,1990,1.18666666666667
"455",455,"Q2",2547,1990-02-13,1.29,288,3.3,6.8,NA,1990,1.32333333333333
"456",456,"Q3",2548,1990-02-13,1.44,530,3.72,5.13,NA,1990,1.41222222222222
"457",457,"MPR",2564,1990-02-20,1.18,32,2.2,9.05,NA,1990,1.06888888888889
"458",458,"Q1",2560,1990-02-20,1.21,267,3.4,5.85,NA,1990,1.21888888888889
"459",459,"Q2",2561,1990-02-20,1.43,57,3.19,6.66,NA,1990,1.33888888888889
"460",460,"Q3",2562,1990-02-20,1.5,395,3.58,5.02,NA,1990,1.43222222222222
"461",461,"MPR",2602,1990-02-27,1.02,250,2.18,NA,NA,1990,1.08555555555556
"462",462,"Q1",2598,1990-02-27,1.16,171,3.46,5.97,NA,1990,1.23444444444444
"463",463,"Q2",2599,1990-02-27,1.34,253,3.27,6.94,NA,1990,1.33888888888889
"464",464,"Q3",2600,1990-02-27,1.36,313,3.6,5.04,NA,1990,1.45222222222222
"465",465,"MPR",2612,1990-03-06,1.06,160,2.44,9.99,NA,1990,1.08
"466",466,"Q1",2609,1990-03-06,0.94,119,3.48,6.09,NA,1990,1.23555555555556
"467",467,"Q2",2610,1990-03-06,1.17,191,3.36,7.06,NA,1990,1.32666666666667
"468",468,"Q3",2611,1990-03-06,1.26,318,3.7,5.27,NA,1990,1.44
"469",469,"MPR",2627,1990-03-13,1.17,333,1,3.84,NA,1990,1.07555555555556
"470",470,"Q1",2620,1990-03-13,2.25,NA,1.82,3.05,NA,1990,1.23333333333333
"471",471,"Q2",2621,1990-03-13,1.93,151,1.93,4.31,NA,1990,1.32666666666667
"472",472,"Q3",2622,1990-03-13,1.99,56,2.36,3.36,NA,1990,1.43555555555556
"473",473,"MPR",2660,1990-03-20,0.95,226,2.21,8.49,NA,1990,1.05444444444444
"474",474,"Q1",2655,1990-03-20,1.29,490,3.25,5.58,NA,1990,1.21777777777778
"475",475,"Q2",2656,1990-03-20,1.34,NA,3.22,6.79,NA,1990,1.29666666666667
"476",476,"Q3",2657,1990-03-20,1.49,751,3.35,4.64,NA,1990,1.40555555555556
"477",477,"MPR",2671,1990-03-27,1.19,336,1.62,5.46,NA,1990,1.03333333333333
"478",478,"Q1",2666,1990-03-27,1.19,259,3.11,5.34,NA,1990,1.40923076923077
"479",479,"Q2",2667,1990-03-27,1.24,274,3.14,6.75,NA,1990,1.41538461538462
"480",480,"Q3",2668,1990-03-27,1.5,644,3.08,4.4,NA,1990,1.42461538461538
"481",481,"MPR",2737,1990-04-03,0.93,123,2.15,8.32,NA,1990,1.03222222222222
"482",482,"Q1",2734,1990-04-03,1.03,NA,3.26,5.54,NA,1990,1.40384615384615
"483",483,"Q2",2735,1990-04-03,1.12,NA,3.33,7.01,NA,1990,1.39307692307692
"484",484,"Q3",2736,1990-04-03,1.23,NA,3.55,4.94,NA,1990,1.40615384615385
"485",485,"MPR",2939,1990-04-10,1,124,2.42,10.45,NA,1990,1.02666666666667
"486",486,"Q1",2935,1990-04-10,0.95,8,3.39,5.85,NA,1990,1.44928571428571
"487",487,"Q2",2936,1990-04-10,1.08,111,3.41,7.31,NA,1990,1.41428571428571
"488",488,"Q3",2937,1990-04-10,1.15,225,3.63,5.11,NA,1990,1.41857142857143
"489",489,"MPR",2993,1990-04-17,0.99,130,2.16,9.07,NA,1990,1.00222222222222
"490",490,"Q1",2989,1990-04-17,0.94,42,3.29,5.81,NA,1990,1.37
"491",491,"Q2",2990,1990-04-17,1.02,53,3.32,7.17,NA,1990,1.36642857142857
"492",492,"Q3",2991,1990-04-17,1.17,148,3.62,5.13,NA,1990,1.37214285714286
"493",493,"MPR",3003,1990-04-24,0.99,10,2.41,10.48,NA,1990,1.00777777777778
"494",494,"Q1",3000,1990-04-24,0.97,53,3.35,5.96,NA,1990,1.35928571428571
"495",495,"Q2",3001,1990-04-24,1.05,10,3.34,7.25,NA,1990,1.36
"496",496,"Q3",3002,1990-04-24,1.18,10,3.62,5.19,NA,1990,1.35714285714286
"497",497,"Q1",3022,1990-04-25,1.71,999,0.49,0.66,NA,1990,1.35928571428571
"498",498,"Q1",3019,1990-04-25,2.1,1468,0.65,0.88,NA,1990,1.35928571428571
"499",499,"Q1",3009,1990-04-25,2.3,1413,0.59,0.83,NA,1990,1.35928571428571
"500",500,"Q2",3023,1990-04-25,1.64,840,0.42,0.79,NA,1990,1.36
"501",501,"Q2",3020,1990-04-25,1.99,1059,0.51,1.03,NA,1990,1.36
"502",502,"Q2",3010,1990-04-25,1.92,1338,0.63,1.17,NA,1990,1.36
"503",503,"Q3",3021,1990-04-25,1.72,136,0.45,0.6,NA,1990,1.35714285714286
"504",504,"Q3",3011,1990-04-25,1.56,970,0.7,0.88,NA,1990,1.35714285714286
"505",505,"Q3",3024,1990-04-25,1.46,691,0.57,0.71,NA,1990,1.35714285714286
"506",506,"Q1",3016,1990-04-26,1.49,243,2.72,4.23,NA,1990,1.35928571428571
"507",507,"Q2",3017,1990-04-26,1.56,711,2.23,4.58,NA,1990,1.36
"508",508,"Q3",3018,1990-04-26,1.45,352,2.4,3.08,NA,1990,1.35714285714286
"509",509,"MPR",3034,1990-05-01,1.01,183,2.14,8.95,NA,1990,0.994444444444444
"510",510,"Q1",3031,1990-05-01,1.09,193,3.38,5.97,NA,1990,1.36285714285714
"511",511,"Q2",3032,1990-05-01,1.05,332,3.14,6.67,NA,1990,1.36357142857143
"512",512,"Q3",3033,1990-05-01,1.12,262,3.35,4.57,NA,1990,1.34785714285714
"513",513,"MPR",3213,1990-05-08,1.01,17,2.44,10.49,NA,1990,1.00333333333333
"514",514,"Q1",3209,1990-05-08,1.15,189,3.24,5.48,NA,1990,1.37214285714286
"515",515,"Q2",3210,1990-05-08,1.23,10,3.2,6.8,NA,1990,1.37071428571429
"516",516,"Q3",3211,1990-05-08,1.25,10,3.48,4.86,NA,1990,1.35
"517",517,"Q1",3219,1990-05-10,1.83,737,1.53,2.51,NA,1990,1.37214285714286
"518",518,"Q2",3220,1990-05-10,1.63,736,1.81,3.99,NA,1990,1.37071428571429
"519",519,"Q3",3221,1990-05-10,1.59,780,2.02,2.84,NA,1990,1.35
"520",520,"MPR",3230,1990-05-15,0.95,250,1.7,8.31,NA,1990,1.00333333333333
"521",521,"Q1",3222,1990-05-15,1.14,204,3.15,5.42,NA,1990,1.38928571428571
"522",522,"Q2",3223,1990-05-15,1.26,274,3.09,6.66,NA,1990,1.38357142857143
"523",523,"Q3",3224,1990-05-15,1.34,373,3.28,4.58,NA,1990,1.35857142857143
"524",524,"MPR",3239,1990-05-22,1,117,2.33,10.22,NA,1990,0.997777777777778
"525",525,"Q1",3236,1990-05-22,1.14,163,3.36,5.84,NA,1990,1.41071428571429
"526",526,"Q2",3237,1990-05-22,1.25,235,3.32,7.13,NA,1990,1.39785714285714
"527",527,"Q3",3238,1990-05-22,1.28,275,3.53,4.8,NA,1990,1.365
"528",528,"MPR",3346,1990-05-29,1.07,217,2.12,9.24,NA,1990,0.984444444444444
"529",529,"Q1",3343,1990-05-29,1.24,142,3.29,5.4,NA,1990,1.247
"530",530,"Q2",3344,1990-05-29,1.29,359,3.12,5.2,NA,1990,1.263
"531",531,"Q3",3345,1990-05-29,1.37,348,3.24,4.35,NA,1990,1.3
"532",532,"MPR",3453,1990-06-05,1.01,212,2.03,8.75,NA,1990,0.977777777777778
"533",533,"Q1",3450,1990-06-05,1.16,10,3.08,5.25,NA,1990,1.238
"534",534,"Q2",3451,1990-06-05,1.22,144,3.26,6.82,NA,1990,1.262
"535",535,"Q3",3452,1990-06-05,1.26,188,3.66,4.81,NA,1990,1.304
"536",536,"MPR",3467,1990-06-12,1,213,2.11,9.06,NA,1990,0.966666666666667
"537",537,"Q1",3464,1990-06-12,1.19,154,3.21,5.75,NA,1990,1.15888888888889
"538",538,"Q2",3465,1990-06-12,1.26,261,3.41,6.99,NA,1990,1.20444444444444
"539",539,"Q3",3466,1990-06-12,1.27,154,3.65,4.76,NA,1990,1.26
"540",540,"MPR",3478,1990-06-19,0.94,184,2.12,8.42,NA,1990,0.956666666666667
"541",541,"Q1",3475,1990-06-19,1.24,170,3.44,5.56,NA,1990,1.13555555555556
"542",542,"Q2",3476,1990-06-19,1.22,503,3.25,6.78,NA,1990,1.17222222222222
"543",543,"Q3",3477,1990-06-19,1.26,337,3.44,4.53,NA,1990,1.22777777777778
"544",544,"MPR",3489,1990-06-26,0.87,237,1.58,6.25,NA,1990,0.954444444444444
"545",545,"Q1",3486,1990-06-26,1.29,203,3.09,5.07,NA,1990,1.19777777777778
"546",546,"Q2",3487,1990-06-26,1.22,294,2.9,6.06,NA,1990,1.17111111111111
"547",547,"Q3",3488,1990-06-26,1.26,379,2.76,3.81,NA,1990,1.22222222222222
"548",548,"MPR",3500,1990-07-03,0.95,129,2.42,10.04,NA,1990,0.93
"549",549,"Q1",3497,1990-07-03,1,109,3.71,6.39,NA,1990,1.15555555555556
"550",550,"Q2",3498,1990-07-03,1.04,199,3.43,7.54,NA,1990,1.13111111111111
"551",551,"Q3",3499,1990-07-03,1.16,236,3.72,5.09,NA,1990,1.18555555555556
"552",552,"MPR",3511,1990-07-10,0.91,153,2.35,9.93,NA,1990,0.916666666666667
"553",553,"Q1",3508,1990-07-10,1.03,119,3.49,5.94,NA,1990,1.12555555555556
"554",554,"Q2",3509,1990-07-10,1.08,212,3.46,7.25,NA,1990,1.09888888888889
"555",555,"Q3",3510,1990-07-10,1.14,261,3.69,5.04,NA,1990,1.15666666666667
"556",556,"MPR",3525,1990-07-17,0.86,10,2.16,9.08,NA,1990,0.897777777777778
"557",557,"Q1",3522,1990-07-17,0.93,77,3.54,6.18,NA,1990,1.13666666666667
"558",558,"Q2",3523,1990-07-17,0.97,137,3.6,7.82,NA,1990,1.08555555555556
"559",559,"Q3",3524,1990-07-17,1.05,97,3.69,5.3,NA,1990,1.13777777777778
"560",560,"MPR",3536,1990-07-24,0.98,328,1.13,4.31,NA,1990,0.887777777777778
"561",561,"Q1",3533,1990-07-24,1.7,445,1.92,3.13,NA,1990,1.09444444444444
"562",562,"Q2",3534,1990-07-24,1.24,236,1.94,4.1,NA,1990,1.05555555555556
"563",563,"Q3",3535,1990-07-24,1.23,NA,1.97,2.88,NA,1990,1.11333333333333
"564",564,"MPR",3547,1990-07-31,0.85,115,2.42,10.87,NA,1990,0.885555555555556
"565",565,"Q1",3544,1990-07-31,0.86,7,3.62,6.18,NA,1990,1.03777777777778
"566",566,"Q2",3545,1990-07-31,0.93,109,3.63,7.63,NA,1990,1.01333333333333
"567",567,"Q3",3546,1990-07-31,1.04,142,3.73,5.31,NA,1990,1.08555555555556
"568",568,"MPR",3558,1990-08-07,0.89,101,2.76,11.45,NA,1990,0.874444444444444
"569",569,"Q1",3555,1990-08-07,0.89,49,3.65,6.38,NA,1990,1.01333333333333
"570",570,"Q2",3556,1990-08-07,0.93,107,3.68,8.2,NA,1990,0.995555555555556
"571",571,"Q3",3557,1990-08-07,1,211,4.05,5.8,NA,1990,1.06666666666667
"572",572,"MPR",3666,1990-08-14,0.83,339,1.15,6.78,NA,1990,0.868888888888889
"573",573,"Q1",3663,1990-08-14,1.29,250,2.96,4.75,NA,1990,0.983333333333333
"574",574,"Q2",3664,1990-08-14,1.14,415,2.75,5.47,NA,1990,0.975555555555556
"575",575,"Q3",3665,1990-08-14,1.1,424,2.88,8.74,NA,1990,1.04777777777778
"576",576,"MPR",3677,1990-08-21,0.85,127,2.35,10.15,NA,1990,0.865555555555556
"577",577,"Q1",3674,1990-08-21,0.86,90,3.44,6.13,NA,1990,0.967777777777778
"578",578,"Q2",3675,1990-08-21,0.95,212,3.33,7.35,NA,1990,0.962222222222222
"579",579,"Q3",3676,1990-08-21,1.04,215,3.55,5.06,NA,1990,1.03888888888889
"580",580,"MPR",3688,1990-08-28,0.85,85,2.17,10.11,NA,1990,0.852222222222222
"581",581,"Q1",3685,1990-08-28,0.78,10,3.51,6.04,NA,1990,0.868888888888889
"582",582,"Q2",3686,1990-08-28,0.84,159,3.44,7.28,NA,1990,0.922222222222222
"583",583,"Q3",3687,1990-08-28,1.01,139,3.51,5.24,NA,1990,1.00555555555556
"584",584,"MPR",3699,1990-09-04,0.85,112,2.12,9.01,NA,1990,0.842222222222222
"585",585,"Q1",3696,1990-09-04,0.78,10,3.15,6.06,NA,1990,0.884444444444444
"586",586,"Q2",3697,1990-09-04,0.88,10,3.73,8.31,NA,1990,0.925555555555556
"587",587,"Q3",3698,1990-09-04,0.99,10,3.66,5.44,NA,1990,0.994444444444444
"588",588,"MPR",3710,1990-09-11,0.86,67,2.23,10.02,NA,1990,0.84
"589",589,"Q1",3707,1990-09-11,0.76,NA,3.47,6.13,NA,1990,0.894444444444444
"590",590,"Q2",3708,1990-09-11,0.9,15,3.27,7.37,NA,1990,0.93
"591",591,"Q3",3709,1990-09-11,0.97,11,3.54,5.3,NA,1990,0.998888888888889
"592",592,"MPR",3721,1990-09-18,0.83,129,1.78,8.39,NA,1990,0.834444444444444
"593",593,"Q1",3718,1990-09-18,0.79,NA,3.36,5.88,NA,1990,0.847777777777778
